122895	2011-06-23T08:49:00+03:00	10
123533	2011-06-23T12:39:00+03:00	10
123828	2011-06-23T13:36:00+03:00	15
123947	2011-06-23T18:15:00+03:00	7
124389	2011-06-24T01:13:00+03:00	10
124773	2011-06-24T10:35:00+03:00	11
125084	2011-06-24T10:50:00+03:00	10
125370	2011-06-24T11:10:00+03:00	3
125596	2011-06-24T17:35:00+03:00	15
125744	2011-06-24T17:45:00+03:00	12
126060	2011-06-24T17:55:00+03:00	4
126233	2011-06-24T19:15:00+03:00	5
126629	2011-06-24T22:32:00+03:00	21
127191	2011-06-25T16:34:00+03:00	9
127416	2011-06-25T16:36:00+03:00	8
127616	2011-06-25T16:39:00+03:00	11
127860	2011-06-26T09:55:00+03:00	closed
128282	2011-06-26T10:30:00+03:00	24
128608	2011-06-26T10:55:00+03:00	23
128898	2011-06-26T13:02:00+03:00	11
129105	2011-06-26T14:23:00+03:00	5
129486	2011-06-26T14:31:00+03:00	11
129618	2011-06-26T14:34:00+03:00	7
130035	2011-06-26T14:54:00+03:00	5
130197	2011-06-26T19:34:00+03:00	6
130324	2011-06-26T19:53:00+03:00	15
130644	2011-06-27T00:13:00+03:00	20
130941	2011-06-27T03:51:00+03:00	7
131345	2011-06-27T10:24:00+03:00	10
132026	2011-06-27T13:35:00+03:00	15
131772	2011-06-27T13:36:00+03:00	1
132318	2011-06-27T18:03:00+03:00	12
132527	2011-06-27T19:48:00+03:00	24
132736	2011-06-27T23:56:00+03:00	15
133009	2011-06-28T11:14:00+03:00	10
133665	2011-06-28T20:00:00+03:00	5
134006	2011-06-28T20:43:00+03:00	21
134511	2011-06-29T10:52:00+03:00	12
134832	2011-06-29T11:06:00+03:00	17
135088	2011-06-29T11:53:00+03:00	8
135335	2011-06-29T19:47:00+03:00	17
135728	2011-06-29T21:02:00+03:00	8
135995	2011-06-29T22:06:00+03:00	7
136293	2011-06-30T00:14:00+03:00	4
136813	2011-06-30T00:16:00+03:00	8
137103	2011-06-30T20:43:00+03:00	16
137278	2011-06-30T23:19:00+03:00	7
137584	2011-07-01T02:40:00+03:00	22
138075	2011-07-01T07:58:00+03:00	10
137926	2011-07-01T10:26:00+03:00	9
138529	2011-07-01T14:56:00+03:00	8
138809	2011-07-01T15:16:00+03:00	36
139289	2011-07-01T17:15:00+03:00	31
139757	2011-07-01T19:55:00+03:00	25
140285	2011-07-01T20:47:00+03:00	19
140410	2011-07-01T21:08:00+03:00	5
140774	2011-07-02T13:29:00+03:00	10
141065	2011-07-03T02:07:00+03:00	14
141396	2011-07-03T04:05:00+03:00	22
141637	2011-07-03T04:41:00+03:00	18
142381	2011-07-04T10:03:00+03:00	8
142711	2011-07-04T12:27:00+03:00	9
143028	2011-07-04T13:50:00+03:00	36
143153	2011-07-04T16:48:00+03:00	15
143867	2011-07-04T19:49:00+03:00	7
